Plant_ID,Height_cm,Leaf_Count,New_Growth_Count,Health_Notes,Watering_Amount_ml,Watering_Frequency_days,Sunlight_Exposure,Room_Temperature_C,Humidity_%,Fertilizer_Type,Fertilizer_Amount_ml,Pest_Presence,Pest_Severity,Soil_Moisture_%,Soil_Type,Health_Score
Nephrolepis exaltata,30.12,39,0,Brittle leaves,471,5,6h full sun,29.1,61.5,Organic,64,Spider mites,Low,19.8,Loamy,2
Dracaena trifasciata,24.26,38,7,None,316,2,Low light corner,24.7,78.8,None,37,Whiteflies,Moderate,40,Sandy,1
Philodendron hederaceum,22.58,14,3,Wilting,317,4,Indirect light all day,26.2,46.6,Chemical,82,Aphids,Low,26.6,Loamy,4
Aglaonema commutatum,22.54,39,3,New bud,219,2,Filtered sunlight through curtain,22.1,35.9,Organic,51,Whiteflies,High,10.5,Silty,1
Schefflera arboricola,31.98,15,1,None,88,2,3h direct morning sun,27.9,58.5,Organic,0,Fungus gnats,None,20,Chalky,5
Begonia maculata,10.93,15,0,None,188,2,Low light corner,23.2,75.3,Liquid feed,39,None,Moderate,15.7,Silty,3
Begonia maculata,21.28,25,9,Dark green color,341,2,6h full sun,24.8,69.2,None,80,Whiteflies,Low,52.1,Sandy,5
Monstera deliciosa,40.96,25,8,Strong stem,101,1,Indirect light all day,21.2,61.1,None,20,Spider mites,Moderate,22.9,Silty,3
Nephrolepis exaltata,41.34,26,6,Wilting,336,6,Filtered sunlight through curtain,21,45.8,Chemical,85,Spider mites,Low,24.2,Silty,2
Dieffenbachia seguine,10.22,49,3,Yellowing leaves,338,5,Low light corner,26.1,57.1,Chemical,14,Whiteflies,None,58,Sandy,4
Tradescantia zebrina,13.69,11,5,Leaf drop,190,4,Filtered sunlight through curtain,22.7,34.6,Organic,49,Fungus gnats,High,29,Loamy,1
Codiaeum variegatum,22.29,21,1,New bud,195,5,Filtered sunlight through curtain,21.4,63.9,None,47,Whiteflies,Low,10.5,Loamy,4
Spathiphyllum wallisii,33.93,6,6,Wilting,474,1,6h full sun,22.1,66.3,None,31,Aphids,Low,24.2,Chalky,1
Codiaeum variegatum,6.73,16,1,Strong stem,363,1,Low light corner,26.1,78.3,Chemical,48,Fungus gnats,None,16,Chalky,5
Chlorophytum comosum,24.45,46,9,None,233,1,Indirect light all day,22.1,43,Compost,67,Whiteflies,Moderate,15.1,Sandy,5
Dracaena trifasciata,20.26,22,7,Yellowing leaves,201,6,6h full sun,23.6,30.9,Organic,44,None,High,13.9,Sandy,1
Peperomia obtusifolia,38.26,15,7,None,250,1,Indirect light all day,24,57.3,None,31,Fungus gnats,Low,39.7,Peaty,4
Dracaena trifasciata,8.23,20,0,Yellowing leaves,177,2,3h direct morning sun,18.2,65.3,Liquid feed,3,Whiteflies,Low,19.5,Peaty,1
Nephrolepis exaltata,25.93,22,7,Dark green color,336,5,Filtered sunlight through curtain,19.6,69.5,Liquid feed,64,None,High,28.1,Clay,2
Philodendron hederaceum,21.06,39,1,None,360,3,3h direct morning sun,25,39.7,Compost,96,Whiteflies,None,53.1,Chalky,5
Epipremnum aureum,39.7,30,5,Wilting,302,4,Filtered sunlight through curtain,21.8,43.1,Chemical,70,Aphids,Moderate,31.2,Silty,2
Chlorophytum comosum,30.98,20,0,Strong stem,315,1,6h full sun,27.2,55.6,Chemical,72,Spider mites,High,55.8,Clay,5
Spathiphyllum wallisii,19.14,10,4,Yellowing leaves,237,5,Indirect light all day,26.9,46.5,Chemical,64,Whiteflies,Moderate,34.9,Clay,5
Sansevieria cylindrica,33.53,48,6,New bud,435,1,Indirect light all day,26.2,73,Liquid feed,79,Fungus gnats,None,29.9,Loamy,3
Zamioculcas zamiifolia,21.11,47,9,Yellowing leaves,279,6,6h full sun,29.5,53.7,Chemical,17,Whiteflies,None,47.5,Silty,2
Philodendron hederaceum,34.99,46,0,Strong stem,320,1,Low light corner,23.8,70,Liquid feed,53,Whiteflies,High,13.7,Loamy,2
Spathiphyllum wallisii,22.63,16,1,Leaf drop,308,1,3h direct morning sun,25.9,59,Compost,46,Whiteflies,Low,14.5,Peaty,3
Begonia maculata,35.55,17,6,Leaf drop,348,1,3h direct morning sun,22.2,68.7,Organic,5,Whiteflies,None,42.6,Clay,4
Dracaena trifasciata,29.36,8,5,Dark green color,464,1,Indirect light all day,31.4,46.6,None,65,Fungus gnats,None,34.3,Peaty,2
Anthurium andraeanum,57.6,43,2,Wilting,247,4,Indirect light all day,30,71.6,Compost,8,Fungus gnats,High,49.5,Silty,1
Nephrolepis exaltata,24.47,6,9,Strong stem,372,5,Indirect light all day,24,43.7,Liquid feed,67,Whiteflies,High,55.8,Silty,3
Schefflera arboricola,28.83,30,1,Dark green color,105,6,6h full sun,25.2,57.3,Compost,22,Spider mites,High,29.4,Chalky,2
Zamioculcas zamiifolia,20.21,31,9,Brittle leaves,368,1,Low light corner,28.1,40.7,None,42,Whiteflies,None,39.8,Sandy,4
Dracaena trifasciata,25.03,31,3,Yellowing leaves,252,1,3h direct morning sun,23.6,53.8,Organic,50,Fungus gnats,Moderate,35,Loamy,2
Begonia maculata,-2.02,19,2,Brittle leaves,320,1,Filtered sunlight through curtain,22,45.9,None,71,Aphids,None,59.1,Chalky,5
Epipremnum aureum,29.66,12,6,Yellowing leaves,158,1,6h full sun,26.6,43.3,Liquid feed,24,Whiteflies,High,51.6,Chalky,1
Chlorophytum comosum,38.43,11,7,Leaf drop,165,2,3h direct morning sun,24.2,78.3,None,79,Whiteflies,Low,55.6,Loamy,3
Tradescantia zebrina,28.97,44,1,Dark green color,141,2,Low light corner,24.5,38,Compost,34,Whiteflies,Low,22.7,Loamy,5
Nephrolepis exaltata,11.86,16,9,Leaf drop,187,3,6h full sun,21.5,69.4,Chemical,16,Whiteflies,High,48.6,Silty,4
Dracaena trifasciata,16.98,17,6,New bud,471,1,3h direct morning sun,18.8,79.2,Compost,17,None,Low,23.3,Silty,5
Monstera deliciosa,0.7,47,7,Brittle leaves,352,3,6h full sun,24.7,31,Liquid feed,26,Whiteflies,None,20.4,Clay,5
Aloe vera,34.79,21,5,Brittle leaves,106,4,3h direct morning sun,26.7,65,Organic,14,Fungus gnats,Moderate,57.2,Peaty,4
Codiaeum variegatum,14.93,21,5,Leaf drop,99,3,3h direct morning sun,23.3,42.6,None,80,Fungus gnats,None,11,Silty,5
Codiaeum variegatum,24.71,40,9,New bud,120,5,Low light corner,28.3,32,Organic,68,None,High,58.3,Chalky,3
Schefflera arboricola,23.46,25,0,Yellowing leaves,448,2,Filtered sunlight through curtain,21.9,50.1,Liquid feed,79,Whiteflies,None,17.5,Clay,2
Begonia maculata,39.88,12,3,Dark green color,451,2,Low light corner,20.8,76.8,None,14,Spider mites,Low,51,Clay,5
Codiaeum variegatum,25.85,9,0,New bud,131,1,3h direct morning sun,23.8,30.6,Compost,41,Whiteflies,None,23.8,Chalky,3
Anthurium andraeanum,33.09,30,3,Dark green color,421,1,6h full sun,23.8,59.4,Compost,33,Fungus gnats,Moderate,27.5,Silty,2
Aglaonema commutatum,30.46,20,1,Brittle leaves,154,4,Low light corner,26.3,55.1,Liquid feed,47,Aphids,Low,20.8,Chalky,2
Spathiphyllum wallisii,38.59,40,4,Dark green color,137,6,Filtered sunlight through curtain,21.7,73.7,None,82,Aphids,Moderate,39.3,Sandy,5
Dracaena trifasciata,22.61,32,9,Brittle leaves,51,4,3h direct morning sun,28.1,34.2,Compost,7,Spider mites,Moderate,27.4,Silty,3
Codiaeum variegatum,43.7,33,8,New bud,409,5,Low light corner,29.9,64.1,Liquid feed,9,Whiteflies,Moderate,42.9,Peaty,5
Tradescantia zebrina,5.14,16,9,Brittle leaves,133,1,Low light corner,23.9,64,Liquid feed,4,None,None,10.8,Chalky,4
Anthurium andraeanum,33.57,41,2,None,92,1,Low light corner,27.7,63.5,Organic,47,Whiteflies,None,13.2,Silty,2
Dracaena trifasciata,16.33,34,7,Wilting,203,4,Low light corner,20.8,77.1,Compost,25,Spider mites,None,15,Loamy,5
Schefflera arboricola,20.07,27,2,Brittle leaves,376,4,6h full sun,27.2,71.2,None,85,Spider mites,None,30.9,Sandy,2
Ficus lyrata,30.69,20,5,Leaf drop,471,4,Filtered sunlight through curtain,27.1,32.1,Compost,22,Spider mites,Low,50.7,Peaty,3
Aloe vera,30.61,18,3,New bud,143,2,Filtered sunlight through curtain,26.6,53.6,Compost,61,Aphids,None,54.4,Silty,1
Nephrolepis exaltata,31.06,14,7,None,347,3,3h direct morning sun,24,49.9,Compost,12,Whiteflies,Low,22.2,Loamy,5
Schefflera arboricola,11.14,11,5,Yellowing leaves,182,3,Indirect light all day,15.1,45.5,Liquid feed,8,Whiteflies,Moderate,38.7,Silty,5
Peperomia obtusifolia,39.49,49,7,Dark green color,444,1,6h full sun,22.1,52.6,Chemical,19,None,Low,48.4,Loamy,2
Dieffenbachia seguine,15.99,41,0,None,114,2,3h direct morning sun,22.1,49.2,Chemical,91,Spider mites,High,24.4,Peaty,3
Anthurium andraeanum,17.33,33,5,Strong stem,339,4,3h direct morning sun,21.1,51.6,Organic,56,Spider mites,None,30.5,Sandy,4
Ficus lyrata,31.38,7,0,None,425,1,Low light corner,24.4,79,Compost,23,Fungus gnats,High,36.2,Loamy,3
Schefflera arboricola,22.13,19,0,New bud,306,2,Indirect light all day,22.7,34.4,Chemical,32,Fungus gnats,Low,16.7,Clay,5
Spathiphyllum wallisii,28.08,40,7,None,435,5,Indirect light all day,21.5,76.1,Organic,19,Aphids,None,11.3,Peaty,4
Dracaena trifasciata,3.43,23,6,None,262,6,6h full sun,20.8,54,Liquid feed,59,Whiteflies,High,17.6,Peaty,3
Nephrolepis exaltata,27.84,17,2,Leaf drop,197,2,Indirect light all day,21.9,61.2,Compost,47,None,None,41.3,Chalky,1
Tradescantia zebrina,27.18,46,5,Brittle leaves,110,1,3h direct morning sun,27.4,71.5,None,63,None,Low,13.7,Sandy,2
Peperomia obtusifolia,19.9,25,8,Dark green color,198,3,Indirect light all day,22,48,Liquid feed,29,Spider mites,High,19.5,Clay,3
Peperomia obtusifolia,4.26,41,6,Wilting,137,4,Indirect light all day,22.5,51.5,Organic,72,None,Low,26.9,Clay,3
Spathiphyllum wallisii,22.87,31,2,Yellowing leaves,373,6,Filtered sunlight through curtain,22.6,50.5,Liquid feed,16,Spider mites,High,13.9,Chalky,1
Peperomia obtusifolia,24.63,33,5,Wilting,432,5,3h direct morning sun,25,48.7,None,99,Whiteflies,Moderate,19.6,Loamy,5
Begonia maculata,21.33,24,3,None,445,6,Indirect light all day,25.4,76.3,Liquid feed,13,None,Moderate,55.6,Loamy,2
Dieffenbachia seguine,6.64,29,2,Strong stem,327,6,Indirect light all day,14.9,71.4,Organic,18,Spider mites,Moderate,11,Clay,3
Zamioculcas zamiifolia,40.95,10,8,New bud,453,2,Low light corner,27.1,35.4,None,70,Whiteflies,Moderate,42.7,Sandy,4
Calathea orbifolia,18.61,40,9,Dark green color,131,1,Indirect light all day,28.3,35.4,None,58,Whiteflies,Moderate,29.2,Loamy,3
Tradescantia zebrina,22.78,6,1,New bud,178,1,Indirect light all day,20.8,51.4,Liquid feed,66,Spider mites,Low,43.6,Peaty,2
Chlorophytum comosum,0.91,26,0,Leaf drop,335,6,Filtered sunlight through curtain,21.1,34.9,None,96,Spider mites,Moderate,39.4,Silty,3
Nephrolepis exaltata,40.95,36,1,New bud,431,4,3h direct morning sun,22.6,61,Liquid feed,43,Aphids,Low,21.2,Chalky,1
Philodendron hederaceum,20.33,20,6,Yellowing leaves,402,1,6h full sun,21.7,37.2,Compost,31,Whiteflies,Moderate,52.4,Sandy,3
Aloe vera,25.98,22,9,Strong stem,329,6,3h direct morning sun,24.7,56.1,None,10,Spider mites,None,34.6,Loamy,3
Epipremnum aureum,36.21,9,0,Wilting,319,1,Low light corner,18.2,30.4,Liquid feed,1,Whiteflies,Moderate,51.1,Silty,4
Anthurium andraeanum,18.24,40,5,None,341,4,3h direct morning sun,20.6,45.8,Compost,89,None,None,30.3,Clay,1
Dieffenbachia seguine,34.63,34,6,None,252,5,Indirect light all day,28.6,63.9,None,67,Fungus gnats,Low,59.2,Chalky,1
Schefflera arboricola,4.39,49,8,Strong stem,73,6,Low light corner,21.2,54.2,Compost,16,Fungus gnats,Moderate,48.5,Loamy,3
Anthurium andraeanum,30.51,23,7,Dark green color,493,3,3h direct morning sun,27.7,78.9,None,80,Spider mites,High,58.3,Clay,4
Spathiphyllum wallisii,40.72,27,5,New bud,400,3,Low light corner,25.1,73.7,Organic,91,Spider mites,Low,35.7,Loamy,3
Schefflera arboricola,19.2,38,2,Dark green color,360,6,6h full sun,18.6,48,Organic,93,Whiteflies,Moderate,33.7,Chalky,3
Anthurium andraeanum,36.19,17,7,Wilting,257,2,3h direct morning sun,25.9,32.3,Liquid feed,39,Spider mites,Low,47.8,Peaty,2
Codiaeum variegatum,43.34,47,6,Dark green color,329,5,Indirect light all day,23.6,72.3,Chemical,86,Whiteflies,High,54,Peaty,2
Codiaeum variegatum,22.45,33,2,Leaf drop,254,2,Low light corner,22.6,75.6,Organic,45,Spider mites,Moderate,58.2,Silty,4
Philodendron hederaceum,21.62,40,8,Strong stem,201,3,Filtered sunlight through curtain,24.7,71,Chemical,87,Whiteflies,High,26.2,Clay,5
Epipremnum aureum,16.02,26,1,Wilting,487,4,Low light corner,25.4,36.4,Compost,92,Spider mites,Moderate,49.9,Peaty,2
Begonia maculata,19.9,40,2,Wilting,75,6,Filtered sunlight through curtain,26.1,79.9,Compost,3,Aphids,None,20.5,Chalky,5
Codiaeum variegatum,16.85,13,1,Brittle leaves,243,1,Indirect light all day,27.5,42.9,Chemical,37,Whiteflies,Low,37.3,Clay,1
Chlorophytum comosum,16.01,43,0,Wilting,385,3,6h full sun,25.2,66.2,Liquid feed,62,Aphids,High,19,Loamy,2
Chlorophytum comosum,36.99,23,3,Brittle leaves,471,5,Filtered sunlight through curtain,19.9,75.4,None,28,Aphids,Low,27.4,Sandy,2
Nephrolepis exaltata,17.1,42,4,Yellowing leaves,287,3,6h full sun,22.6,41.8,Chemical,18,Aphids,High,56.6,Loamy,4
Schefflera arboricola,27.59,10,5,None,370,5,Low light corner,32.8,75.4,Chemical,90,Aphids,Low,17.3,Chalky,5
Philodendron hederaceum,25.38,19,4,Brittle leaves,124,5,Indirect light all day,26.2,45.5,Chemical,28,None,Low,41.6,Silty,2
Chlorophytum comosum,39.98,24,0,Strong stem,484,6,Filtered sunlight through curtain,31.1,78.8,Chemical,99,Fungus gnats,Low,39.6,Clay,2
Dracaena trifasciata,19.97,13,2,Dark green color,212,5,Low light corner,28.2,44.1,Chemical,34,None,None,16,Loamy,4
Spathiphyllum wallisii,28.81,36,0,Brittle leaves,348,2,3h direct morning sun,24.7,77.7,Liquid feed,69,Spider mites,Moderate,26.3,Clay,4
Dracaena trifasciata,32.91,8,4,Wilting,78,4,Low light corner,24.9,32.7,Organic,22,Spider mites,None,38.1,Peaty,5
Zamioculcas zamiifolia,39.9,22,4,Strong stem,214,3,6h full sun,23.9,65.5,None,45,Fungus gnats,Low,19.4,Sandy,1
Zamioculcas zamiifolia,19.82,9,5,Brittle leaves,386,4,Indirect light all day,18.8,56.6,Organic,43,Fungus gnats,High,50,Chalky,1
Aloe vera,18.82,24,7,Brittle leaves,235,1,Indirect light all day,24.1,53.9,Chemical,47,Fungus gnats,Low,58.6,Loamy,3
Epipremnum aureum,14.38,27,9,Wilting,103,3,Low light corner,27.6,41.2,Organic,51,Aphids,Moderate,20.7,Sandy,2
Ficus lyrata,47.36,15,0,Leaf drop,344,4,3h direct morning sun,22.2,65.3,Liquid feed,7,None,None,19.3,Chalky,5
Dracaena trifasciata,38.84,41,3,Leaf drop,91,4,6h full sun,25.2,39.5,Compost,54,Spider mites,Moderate,32.7,Chalky,2
Spathiphyllum wallisii,24.58,26,9,Brittle leaves,461,6,Low light corner,26.6,57.6,Organic,65,None,High,47.4,Silty,5
Calathea orbifolia,44.31,8,0,Leaf drop,334,6,Low light corner,21.3,42.7,None,76,None,Moderate,24.1,Peaty,5
Begonia maculata,23.98,33,8,New bud,476,1,Indirect light all day,22.6,77.8,Liquid feed,39,None,None,11,Silty,5
Aglaonema commutatum,32.24,48,6,Wilting,436,5,6h full sun,20.9,31.4,Compost,84,Fungus gnats,High,37.1,Silty,2
Nephrolepis exaltata,25.1,38,6,New bud,187,3,3h direct morning sun,21.5,40,Liquid feed,30,Fungus gnats,Moderate,57.8,Clay,4
Dracaena trifasciata,28.98,17,4,Strong stem,236,6,Indirect light all day,20.1,42.1,Chemical,47,Spider mites,None,29.6,Clay,2
Aglaonema commutatum,27.92,46,6,New bud,447,3,Low light corner,21.3,50.7,Compost,99,Spider mites,None,31,Sandy,5
Philodendron hederaceum,20.75,13,1,Strong stem,253,1,Indirect light all day,28.3,41.6,None,60,Spider mites,Low,58.4,Peaty,3
Zamioculcas zamiifolia,35.92,46,3,Brittle leaves,480,6,Indirect light all day,21.3,54.6,Compost,51,None,Moderate,44.7,Chalky,1
Epipremnum aureum,32.16,35,6,Strong stem,91,6,Filtered sunlight through curtain,24.4,73.6,None,37,Fungus gnats,High,46,Peaty,5
Begonia maculata,35.28,11,2,Strong stem,399,5,Indirect light all day,22.5,65.6,Chemical,90,Aphids,Low,38.1,Peaty,3
Philodendron hederaceum,28.2,8,1,Dark green color,465,3,Indirect light all day,27.5,59,None,35,None,Moderate,58.7,Sandy,4
Tradescantia zebrina,15.93,23,9,New bud,337,3,6h full sun,27.9,34.5,Liquid feed,86,Whiteflies,Moderate,44.4,Clay,5
Tradescantia zebrina,42.09,46,1,Dark green color,475,3,Indirect light all day,26.6,64.7,Organic,54,None,High,54.8,Peaty,3
Philodendron hederaceum,22.37,34,0,Brittle leaves,465,5,3h direct morning sun,24.9,38.3,Liquid feed,84,Fungus gnats,Low,45,Peaty,5
Anthurium andraeanum,28.64,35,4,Wilting,75,6,Low light corner,23.3,69.3,Liquid feed,12,Whiteflies,Low,46.8,Peaty,2
Spathiphyllum wallisii,31.35,39,5,New bud,420,1,6h full sun,20.4,42.5,Compost,36,None,High,24.5,Loamy,3
Aglaonema commutatum,28.57,25,5,Wilting,434,3,Indirect light all day,29.8,50.9,Chemical,46,Fungus gnats,Low,25.2,Peaty,2
Calathea orbifolia,34.15,35,8,Wilting,105,4,3h direct morning sun,21.7,47.5,Organic,89,Fungus gnats,None,49.1,Peaty,2
Anthurium andraeanum,35.73,23,3,Strong stem,302,5,Low light corner,26,72.9,None,70,Aphids,High,24.8,Chalky,3
Dracaena trifasciata,22.75,35,0,None,171,2,6h full sun,27.2,36.3,Compost,21,None,Moderate,38.1,Silty,1
Dieffenbachia seguine,41.25,36,5,New bud,155,1,3h direct morning sun,22.3,58.3,Chemical,38,Fungus gnats,High,22.5,Loamy,3
Nephrolepis exaltata,22.33,6,4,Wilting,179,4,Indirect light all day,27.1,37.1,Organic,86,Spider mites,None,50.8,Peaty,1
Aloe vera,28.37,14,9,None,386,3,Filtered sunlight through curtain,26.3,65.2,Liquid feed,57,Fungus gnats,High,15.5,Silty,5
Dieffenbachia seguine,21.12,6,5,Leaf drop,207,2,Filtered sunlight through curtain,29.2,75.3,Chemical,29,Aphids,Moderate,51.5,Peaty,5
Dracaena trifasciata,18.27,6,2,Wilting,425,1,6h full sun,22.6,51.7,Chemical,17,Fungus gnats,Moderate,40.1,Sandy,3
Aloe vera,35.44,28,1,Leaf drop,280,5,3h direct morning sun,20.1,54.4,Chemical,17,None,High,19.3,Sandy,5
Ficus lyrata,56.22,21,5,New bud,357,2,Low light corner,22.5,76.4,Liquid feed,73,None,High,37.1,Silty,4
Zamioculcas zamiifolia,21.38,36,0,Brittle leaves,140,6,3h direct morning sun,24.6,56,None,38,Whiteflies,None,24.1,Loamy,2
Spathiphyllum wallisii,37.15,20,6,Dark green color,442,2,Filtered sunlight through curtain,24.2,54.4,Compost,93,None,None,26.2,Chalky,2
Peperomia obtusifolia,21.74,20,6,New bud,71,4,6h full sun,22.8,58.9,None,25,Whiteflies,Moderate,27.6,Loamy,1
Aloe vera,24.9,43,9,Dark green color,339,1,Indirect light all day,18.3,64.5,Organic,70,Spider mites,Low,13.2,Loamy,5
Dieffenbachia seguine,42.58,35,6,Dark green color,159,4,3h direct morning sun,25.4,35.3,Compost,6,Aphids,Low,59.3,Sandy,1
Nephrolepis exaltata,14.26,47,9,New bud,98,4,Filtered sunlight through curtain,29.9,71.1,Organic,68,Spider mites,Low,11.6,Sandy,2
Peperomia obtusifolia,11.62,28,0,Wilting,178,3,Low light corner,25.4,51.8,Liquid feed,64,Whiteflies,Low,43.1,Chalky,2
Tradescantia zebrina,24.13,5,3,Yellowing leaves,122,5,6h full sun,25.8,33.6,None,45,Fungus gnats,Moderate,28.6,Peaty,5
Zamioculcas zamiifolia,31.64,15,6,Wilting,389,2,Indirect light all day,25.7,69.3,Chemical,17,Fungus gnats,Low,42.3,Chalky,4
Philodendron hederaceum,29.64,25,8,Wilting,102,1,3h direct morning sun,25.2,48.8,Compost,12,Spider mites,Low,27.8,Peaty,4
Aglaonema commutatum,28.61,8,4,Brittle leaves,405,6,Low light corner,26.8,35,Chemical,24,Fungus gnats,High,43.7,Silty,5
Begonia maculata,25.34,11,1,Strong stem,429,5,Indirect light all day,25.2,61.7,Organic,7,Whiteflies,Low,46.5,Silty,5
Chlorophytum comosum,32.87,30,6,Strong stem,217,5,Filtered sunlight through curtain,23.1,74,Chemical,73,Aphids,High,44.5,Clay,1
Aloe vera,-4.14,16,9,Wilting,94,1,Filtered sunlight through curtain,21.6,74.4,Chemical,31,None,Moderate,15.7,Sandy,5
Chlorophytum comosum,17.49,35,0,Leaf drop,442,5,Low light corner,23.3,77.9,Liquid feed,16,Whiteflies,High,42.8,Clay,4
Epipremnum aureum,24.06,21,6,Brittle leaves,154,3,Filtered sunlight through curtain,24.9,73.4,Liquid feed,78,Whiteflies,None,24,Clay,5
Chlorophytum comosum,32.05,37,5,Dark green color,199,5,6h full sun,23.1,30.1,None,78,None,High,11.4,Sandy,1
Schefflera arboricola,39.9,15,6,None,195,3,Low light corner,24.9,49,Organic,47,None,Low,30.7,Clay,1
Codiaeum variegatum,16.15,32,9,Strong stem,253,2,Filtered sunlight through curtain,25.3,70.9,Liquid feed,62,Aphids,High,31.7,Loamy,1
Codiaeum variegatum,39.57,36,2,Wilting,411,2,3h direct morning sun,26.5,48.3,Liquid feed,39,Aphids,High,33.4,Peaty,1
Aglaonema commutatum,20.47,5,2,Brittle leaves,348,4,Filtered sunlight through curtain,27.8,60.1,None,83,Aphids,Moderate,45.2,Chalky,3
Calathea orbifolia,23.7,32,6,Yellowing leaves,216,3,6h full sun,24.2,60.3,Compost,14,Fungus gnats,Moderate,25.4,Sandy,5
Ficus lyrata,30.81,46,1,Leaf drop,250,6,Indirect light all day,20.1,48.3,None,98,Whiteflies,Low,25.8,Loamy,2
Aloe vera,22.97,11,0,New bud,183,2,Indirect light all day,23,75.2,Chemical,5,None,None,13,Silty,5
Dracaena trifasciata,36.1,6,8,Wilting,260,5,Filtered sunlight through curtain,24.1,55.2,Chemical,93,Whiteflies,None,44.3,Chalky,3
Philodendron hederaceum,20.95,46,8,Brittle leaves,97,1,Indirect light all day,18.5,53.2,Liquid feed,62,Whiteflies,High,38.4,Chalky,1
Zamioculcas zamiifolia,21.1,28,6,Wilting,175,1,Filtered sunlight through curtain,28.2,79.9,Liquid feed,7,Aphids,None,27.5,Chalky,3
Ficus lyrata,35.52,8,6,None,288,3,6h full sun,24.4,54.7,None,94,Aphids,Moderate,45.3,Clay,4
Schefflera arboricola,17.37,48,2,Dark green color,56,6,Indirect light all day,25.1,38.9,None,31,Whiteflies,Low,36.9,Clay,4
Monstera deliciosa,27.49,23,9,Leaf drop,321,4,3h direct morning sun,28.1,55.7,Organic,44,Aphids,Low,33.5,Clay,5
Dieffenbachia seguine,8.4,30,1,Strong stem,434,5,Filtered sunlight through curtain,22.1,70.7,Chemical,51,Fungus gnats,Moderate,35.6,Clay,5
Calathea orbifolia,43.2,15,6,Strong stem,420,3,Indirect light all day,25.7,68.8,None,78,None,Low,41.8,Loamy,2
Zamioculcas zamiifolia,37.07,44,8,Strong stem,86,1,6h full sun,23.7,69.4,Compost,81,Whiteflies,High,43,Clay,2
Schefflera arboricola,52.5,47,0,None,260,3,6h full sun,23.4,65.4,Organic,12,None,Low,24.4,Sandy,4
Schefflera arboricola,38.38,15,3,New bud,214,5,3h direct morning sun,21.7,42.7,None,23,Fungus gnats,None,17,Chalky,1
Monstera deliciosa,13.7,49,5,Brittle leaves,174,6,6h full sun,29,73.1,Liquid feed,39,Aphids,Low,17.8,Loamy,3
Spathiphyllum wallisii,31.69,7,6,Leaf drop,386,6,6h full sun,22.9,74.7,None,13,Spider mites,Low,42,Silty,2
Begonia maculata,15.82,16,9,Leaf drop,241,2,Indirect light all day,26.1,39.7,Liquid feed,91,Fungus gnats,Moderate,53.6,Clay,2
Spathiphyllum wallisii,40.78,7,6,Strong stem,267,5,Filtered sunlight through curtain,18.4,36.5,Liquid feed,74,Spider mites,Moderate,30.5,Silty,1
Monstera deliciosa,13.99,46,9,Strong stem,263,2,Low light corner,27.5,78.8,Chemical,69,None,None,18.5,Chalky,1
Ficus lyrata,13.51,31,1,Dark green color,111,2,6h full sun,27.2,73.4,Chemical,61,Whiteflies,Moderate,47.8,Loamy,5
Philodendron hederaceum,8.9,6,3,None,377,2,6h full sun,24.3,74.7,None,88,Aphids,None,51.6,Chalky,3
Chlorophytum comosum,20.12,20,4,Yellowing leaves,494,3,Low light corner,23.3,74.3,None,60,Fungus gnats,High,54,Silty,1
Monstera deliciosa,18.11,6,0,Yellowing leaves,430,1,6h full sun,25.2,57.1,Compost,0,Aphids,None,40.3,Loamy,2
Tradescantia zebrina,12.38,34,0,Wilting,210,6,Indirect light all day,30.9,62.3,Organic,88,Spider mites,Low,53,Peaty,2
Monstera deliciosa,44.9,24,9,Wilting,115,3,Indirect light all day,18.7,57.3,Organic,65,Spider mites,None,10.8,Loamy,4
Philodendron hederaceum,30.3,42,2,Leaf drop,335,1,Low light corner,26.3,32.6,None,31,Whiteflies,High,15.4,Clay,1
Monstera deliciosa,29.12,32,9,Leaf drop,288,6,6h full sun,21.3,67.3,Chemical,12,Spider mites,Low,14.6,Silty,5
Tradescantia zebrina,40.89,29,2,New bud,69,5,6h full sun,23.9,55.3,Compost,32,Whiteflies,None,45.6,Chalky,3
Tradescantia zebrina,27.56,36,7,New bud,237,6,Filtered sunlight through curtain,23.3,62.4,Organic,31,Fungus gnats,Moderate,13.5,Chalky,5
Codiaeum variegatum,17.51,14,8,Yellowing leaves,131,6,6h full sun,22.7,55.1,None,55,Whiteflies,Moderate,34.8,Chalky,2
Zamioculcas zamiifolia,8,46,0,None,412,6,Indirect light all day,24,54.6,Chemical,23,Spider mites,Moderate,33.6,Sandy,5
Aglaonema commutatum,16.95,44,1,Wilting,251,4,3h direct morning sun,20.6,38.6,Chemical,90,None,None,25.5,Sandy,2
Peperomia obtusifolia,40.05,37,9,Yellowing leaves,457,5,3h direct morning sun,27.1,43.9,Chemical,3,Whiteflies,None,53.5,Clay,2
Sansevieria cylindrica,12.45,17,1,None,181,3,3h direct morning sun,18.6,37.9,Liquid feed,87,Aphids,High,18.5,Peaty,2
Spathiphyllum wallisii,28.53,45,3,Yellowing leaves,86,3,3h direct morning sun,25.6,39.8,Chemical,22,None,Low,27.6,Sandy,2
Philodendron hederaceum,35.34,46,1,Wilting,181,1,6h full sun,23,78.6,None,28,Whiteflies,Low,48.7,Loamy,2
Epipremnum aureum,27.85,41,6,Brittle leaves,126,3,6h full sun,20.5,37.7,Compost,97,Aphids,Low,11.5,Silty,4
